,claim_id,description,post_id,content,keywords_type,class
248,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",4de77a0f-8e67-39c2-a61d-f89664972ac9,"Justin Timberlake, Jessica Biel “Divorce” Story Still Wrong One Year After Claim - Gossip Cop http://dlvr.it/QlfKqW pic.twitter.com/8Y5gKJUouY",manual,relevant
249,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",6fa93dae-2b31-36a4-90d5-ec819979300f,"@ jtimberlaketeam Justin Timberlake, Jessica Biel ""Divorce"" Story Still Wrong One Year After Claim https://www.gossipcop.com/pzpny",manual,relevant
250,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",d6b9542e-c77c-3df6-9abf-ae9718fad1db,"Justin Timberlake, Jessica Biel ""Divorce"" Story Still Wrong One Year After Claim https://www.gossipcop.com/pzpny",manual,relevant
251,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",874ed366-6a6b-33c6-a035-c77824e53644,Jessica biel will divorce Justin Timberlake,manual,relevant
252,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",2f0f8dc1-808a-34ad-a21f-ee50e4f18934,i’m probably going to be thinking about the sinner for the rest of my life. also jessica biel you are so hot please divorce justin timberlake and marry me instead,manual,relevant
253,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",2ea5c32a-f529-3cdc-ae48-886d21dc8f15,In light of Channing Tatum and Jenna Dewan’s separation here’s my top 3 couples that I’m unsure if I could handle a divorce announcement from: 3) Blake Shelton/Gwen Stefani 2) Justin Timberlake/Jessica Biel 1) John Krasinski/Emily Blunt,manual,relevant
254,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",4839f00a-1d88-339b-ade2-9b53ac7e5265,# Rich 20 Reasons Jessica Biel and Justin Timberlake Will Never Have To Call A Divorce Lawyer http://ift.tt/2rQVaMG,manual,relevant
255,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",cdff918d-20fd-3b95-a53c-0c9f1d5e4d79,I don’t know why but Justin Timberlake and Jessica Biel are giving real about-to-divorce vibes lately,manual,relevant
256,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",5c5c3ecc-94b1-3c4f-924c-df50615dc7e9,Are Justin Timberlake and Jessica Biel Getting a Divorce? - http://emptyworld.info/are-justin-timberlake-and-jessica-biel-getting-a-divorce.html …,manual,relevant
257,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",0e40557e-d1a3-3fa5-b399-fd026c825985,Jessica Biel and Justin Timberlake on the brink of divorce - https://stocknewsusa.com/2017/10/10/jessica-biel-divorce/ …pic.twitter.com/bDcx8MTocW,manual,relevant
258,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",a68c2e36-d20c-3ac0-b339-34cbe6fbb2c8,Are Justin Timberlake and Jessica Biel Getting a Divorce? # CelebrityKids http://trend4trend.com/are-justin-timberlake-and-jessica-biel-getting-a-divorce/ …,manual,relevant
259,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",5721cf4e-3612-34f6-a129-ad3fb80c34ee,Are Justin Timberlake and Jessica Biel Getting a Divorce? http://www.celebuzz.com/2017-10-01/are-justin-timberlake-and-jessica-biel-getting-a-divorce/ … # celebrities,manual,relevant
260,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",28250b3c-b3bf-3513-96dc-5d804b717103,Are Justin Timberlake and Jessica Biel Getting a Divorce? http://www.celebuzz.com/2017-10-01/are-justin-timberlake-and-jessica-biel-getting-a-divorce/?utm_source=share-tw&utm_medium=button … nooooooooooooooooooooooooooooooo,manual,relevant
261,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",cc828777-947e-3282-b795-fddbb55a43b3,Are Justin Timberlake and Jessica Biel Getting a Divorce? pic.twitter.com/aIpdBDF58M,manual,relevant
262,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",d4deb50e-b07c-3d62-873d-333f23195991,Are Justin Timberlake and Jessica Biel Getting a Divorce? http://ift.tt/2wteYUf,manual,relevant
263,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",e21823ef-a485-3a75-9984-b88cd6c14995,Are Justin Timberlake and Jessica Biel Getting a Divorce?: http://ift.tt/2xJ3f7L,manual,relevant
264,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",5700b370-4e7a-3116-9ac7-3626ffb12a46,"Justin Timberlake, Jessica Biel NOT Getting “$300 Million Divorce,” Despite Tabloid Cover Story http://www.gossipcop.com/justin-timberlake-divorce-jessica-biel-tabloid-cover-story/ …",manual,relevant
265,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",b5c1de2b-1e69-3545-a2c8-3b48fb880ab4,"Justin Timberlake, Jessica Biel NOT Getting “$300 Million Divorce,” Despite Tabloid Cover Story http://www.gossipcop.com/justin-timberlake-divorce-jessica-biel-tabloid-cover-story/ …",manual,relevant
266,1acde466-7667-39ec-a3d1-5ca2c6d1343a,"Justin Timberlake and Jessica Biel did not get a �$300 Million Divorce,� or any divorce for that matter, despite a magazine cover story that was published one year ago today.",4cb84d20-eb49-3205-afc8-4d5cd110846a,"@ jtimberlake Justin Timberlake, Jessica Biel NOT Getting “$300 Million Divorce,” Despite Tabloid Cover Story http://www.gossipcop.com/justin-timberlake-divorce-jessica-biel-tabloid-cover-story/ …",manual,relevant
267,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,fea76baa-6698-3fef-887b-76a84ff3ae30,This older man in the social service building has “What these Bitches Want from a Nigga by DMX” as a ringtone on his boost. I died,manual,irrelevant
268,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,d9e98407-9d16-3acf-afc3-4cec6098987b,DMX was never the same after Aaliyah died,manual,irrelevant
269,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,b2b8cdaf-7bbb-3082-900d-93e2c0e9c4c6,Now i know his dog Boomer was hit by a car and died in front of him and DMX has shared stories of his love for Boomer and shared stories how he taught it to climb fences so it could help run from the cops after robbing people.,manual,irrelevant
270,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,96b1e3c1-3e7a-3cd4-bb8e-fd3773134282,7 hours on a form of my friend I don't think DMX died so let that embarrassing,manual,relevant
271,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,d92a80d2-723d-31a3-a300-c143d5da244e,I liked a @ YouTube video http://youtu.be/Zt91_10bMBE?a  DMX - I Just Died in your arms Tonight. [Remix],manual,irrelevant
272,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,dfb6f828-23a9-33c3-b44d-6d8855b2bb4f,I feel like if DMX would have died in 2002 everyone would have said jay z would have never made it if DMX was still alive.,manual,relevant
273,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,6ee0254e-003a-3ada-bb10-d7ab3143cefb,Juan is just think DMX died so good time!,manual,relevant
274,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,b74c3c3f-b5e0-3c23-bc5a-8bd5451c5ff8,"Yea this was heart breaking , but must we forget when Eddie Guerrero died? Or DMX breaking up ????? https://twitter.com/only_onela/status/1085605285119561729 …",manual,irrelevant
275,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,8dfeb800-dd08-3d0e-b3f4-cdd43ae1ef7b,Pls don't tell DMX this that man been on crack since she died,manual,irrelevant
276,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,63d64f26-af49-39e0-8fbc-44e43b637052,I couple years ago I was told DMX died and I nearly started crying lmao (not sober),manual,relevant
277,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,42d8a903-21f0-3485-be06-8c0160473b28,"That what if with Beyoncé’s family isn’t Aaliyah. Aaliyah was with Brandy and Monica, not Bey; it’s what would Jay-Z be if Biggie (and maybe 2Pac) hadn’t died and DMX hadn’t been a crackhead. DMX was hotter than Jay by 1999.",manual,irrelevant
278,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,93429da0-8b8a-35a1-b18a-8705010aa73b,"Funny, my grandfather was fat and drank constantly alcohol and coffee, he died at 53 due diabetes and kidney poisoning, so I guess that article can be a little biased",manual,irrelevant
279,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,de241a0a-da9d-3eff-a83a-85584342769c,She never dated DMX tho lol and she was with R. Kelly at 15..... 7 years before she died at 22. Yall be all the way off lol https://twitter.com/HollywoodJones_/status/1082696729537826816 …,manual,irrelevant
280,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,1d3a0beb-52db-3023-8edd-d7248b3744c0,"Why does Aaliyah get this good girl image when she was with R.Kelly, Dame Dash, Jay-Z, & DMX all at like the same time basically. And she died at 22.....looks like she was getting around if u ask me",manual,irrelevant
281,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,72f0568a-330c-3edd-abed-ade3f39aac52,"at 0:52 ""i think man and woman should be viewed the same way. honestly."" ""...are you a slut?"" i fucking died. that was some DMX attitude right there https://www.youtube.com/watch?v=0u12_J_MNpw …",manual,irrelevant
282,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,b873a6e2-93d1-3b6a-89ed-9e71efeead84,1. Holy shit that Eagles game. 2. Just got to the party of Mario Party Party 3 with DMX Goomba and nearly died in the gym. 3. This rowing machine is raaaadddd. pic.twitter.com/CACfaOsLtO,manual,irrelevant
283,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,e2a3127c-4a4d-3a4d-b507-28af670b5a6b,I Wish 2 PAC Never Died & Drugs Never Got DMX @ HipHopNewsOne,manual,irrelevant
284,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,ec6057d0-4532-323f-9071-ac6bc3fbe1ae,"rkelly, jay z, dame dash (jay z homeboy), tupac, dmx rumors, nelly rumors, mind you she died at 22. I rest my case",manual,irrelevant
285,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,c004e9e5-2d63-3e65-af38-c7df97d3b1a6,If DMX died after its dark and hell is hot... y’all wouldn’t even remember pac or biggies names,manual,relevant
286,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,b25df1f5-6982-333e-bf9a-c97f491a3079,The funny thing is Aaliyah didn’t die in R.Kelly’s custody she died on her new BF Dame Dash’s watch And notice the only person who could probably speak on damage done to Aaliyah from a brotherly place is DMX and y’all wrote him off years ago. # SurvivingRKellly,manual,irrelevant
287,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,ca52943d-bbf1-3b5f-a2ac-df6316ff5a6b,Yes cause she had rkelly ginuwine timberland dame dash jayz dmx all press and died at like 23 she’s just different ok!,manual,irrelevant
288,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,cb230d84-c9b1-3932-a17f-7797d70bedf8,"I mean we all agree Robert is TOTALLY WRONG for messing with you women , but check this. 1994-95 - Aaliyah Married Kelly. 1997-Static Major & Ginuwine 2000- Damon Dash and Jay-z AGAIN. In-between that, was Tupac , DMX& R. Kelly AGAIN. Aaliyah was only 22 when she died.",manual,irrelevant
289,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,c24f3c40-d7f0-3f55-b53e-14d37e4314b6,it's starring Keke Palmer her daddy played by DMX was a pimp who died and she took over.,manual,irrelevant
290,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,a366e6cf-2f61-3b87-b2e4-6f855a4c1bee,"Not only R. Kelly but Jay-Z, Timbeland, Dame Dash, Nas, and DMX use to be around Aaliyah when she was barely legal... Baby girl died at 22.. I’m not saying all these men had a sexual relationship with her but it’s something to be said about it.... we can talk about it later",manual,irrelevant
291,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,f8514886-a6c5-3d1b-bfe8-8596761b3057,DMX flow STILL is the BEST I’ve ever heard,manual,irrelevant
292,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,5ebbaad7-42d7-3e4d-a268-62f0acea29a0,Lol I wanted to turn it off when dmx got died 5 mins into the movie ... then from the rip they got her running around 9 years old diking it smh just horrible,manual,irrelevant
293,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,68f70b88-c344-350b-80ac-ba631ffd0e98,"I call XXXTentación from now on 3XT (short form). Because there are so many X's across genres, it gets confusing: Malcolm X, DMX, Xzibit, Charles Xavier, Xavier Naidoo, Xavi Hernandez, Xabi Alonso etc. So when say 3XT I mean the rapper who died in 2018 before we were ready. RIP.",manual,irrelevant
294,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,6c4c5d66-6e0d-3590-b624-20e6bdff682a,"Don't take this the wrong way... I love DMX. One of the most influential rappers of all time. But I've always said that if he died in 2000, we'd be looking at him like 2Pac instead of seeing the dark cloud that's been hovering over him for years now. True or false?",manual,irrelevant
295,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,78ae8a27-975c-36c8-95f6-1c9016bd4166,So I watched this new movie yesterday bc it had DMX in. Somebody pls tell me WHY he had 3 scenes & then OD’d off some heroine & died,manual,irrelevant
296,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,0f28e765-110d-3e46-a650-2efe66041f5a,İşte bu tam bi tik tok,manual,irrelevant
297,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,bb6aa79b-aff8-3c4f-96ef-79c119c125e9,keith richards and dmx were born on the same day that chris farley died. different years of course.,manual,irrelevant
298,f2e8db87-44da-315e-96e2-e263ee827763,The rapper DMX (Earl Simmons) died in February 2018.,5be87b23-afc0-341f-b301-28ed8f740ff9,One of my all time favourite albums I had to buy a 2nd copy coz the 1st CD just died on me! # Rinsed2Death # IfuDontknowGet2Know # OldSkool # DarkManX ⁦ @ DMX⁩ Listen to ...And Then There was X by DMX # np on # SoundCloudhttps://soundcloud.com/dmx-music/sets/and-then-there-was-x-4 …,manual,irrelevant
299,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,377eb30c-7186-3f82-b16b-68208d21af53,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
300,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,6d65c4ba-1a0d-3ab0-b612-dfca460e6e35,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ … #via @ snopes,manual,relevant
301,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,0641dfed-f99e-34d8-a8b4-101d0417536e,FACT CHECK: ‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
302,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,f81f969c-d030-3646-950c-2ae57fc155db,"”Clearly, there would be no utility to forwarding this warning to any of your Facebook friends unless you had actually received a second friend request from one of them. Moreover, even if this... https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …",manual,relevant
303,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,caaca041-5699-367e-a12b-b4a375808965,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
304,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,c3d28d59-af53-3f80-a4b0-7ecd2d58772f,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
305,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,e47cd521-4f84-3b06-80f3-e7be8087d9df,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
306,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,148549dd-4a3d-3254-9d78-c032d2a402d4,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
307,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,cf88f034-72ed-300d-9d96-47ef0927f663,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ … #via @ snopes,manual,relevant
308,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,99d94dee-4fe9-3f8c-b1c5-b0feda1e4b0c,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
309,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,93729d84-96a8-3f17-82c8-81cf6759ccbd,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ … via @ snopes,manual,relevant
310,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,722c5bae-a088-3997-974f-5189b1ceee9c,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
311,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,c8302e8e-786b-394a-a068-5eb2618cd86a,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
312,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,9d1f7471-344d-3545-b5a7-ad16a6becc77,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
313,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,fbdbd8b2-bbdc-3f0a-9ab6-e72c1d1296e7,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
314,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,ca61f376-2b41-3a2c-83a9-ba5d6a648680,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
315,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,8a9808a1-fb38-388c-8e6c-7f3cf433cf9f,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
316,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,82602a9c-5ef8-3fc0-ba1f-e3f6ee9b8bad,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
317,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,1aa1ef4b-8292-3d22-88cd-c06a2fe41c13,Seeing too many people on Facebook warning me to not “except any other friend request” from them.,manual,relevant
318,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,2017b518-db63-3df0-b471-d83623b54f8a,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ … via @ snopes,manual,relevant
319,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,ea9efae7-c102-3956-ae48-043137958a70,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
320,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,3af9dccb-f166-318e-b20c-af2577316837,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ … via @ snopes # Hoax,manual,relevant
321,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,73ee308f-8384-3c06-aff2-11ab678f0c51,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
322,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,a240c763-8f71-3a9b-a264-f60e17fd7808,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
323,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,9aed6902-a2a7-33a1-aa11-d9294a717da9,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ … via @ snopes,manual,relevant
324,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,34ee3029-9398-3808-b218-af19f95872ba,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
325,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,826dd4bb-b5fa-37fc-a3b4-1cc28364a9c0,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
326,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,188beb38-8630-3c07-9c2c-bd46a2783727,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ … via @ snopes,manual,relevant
327,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,c1e05d96-bfb4-3e2e-8a14-09176531ff28,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
328,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,acc6bfc6-e50e-3d16-8b9e-d941f7f1e239,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
329,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,e96a5549-d293-3464-ae0e-4eac0f2c8fff,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
330,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,f107ab14-dcd0-3fb1-affd-df2a65536a97,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/?fbclid=IwAR1GXVYZ1ubbXF0bo0P2NdM6Hvt4_qpRBGfU2jVP55mMDelpxbhE-lpY1oY …,manual,relevant
331,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,1624ef6b-988e-38f0-922f-bdd72cd60194,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
332,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,5d24fdf5-9201-3c19-90ec-8d976694dba5,"Don't share the ""I got another friend request from you yesterday"" warning on Facebook - http://ThatsNonsense.com https://www.thatsnonsense.com/dont-share-the-i-got-another-friend-request-from-you-yesterday-warning-on-facebook/ …",manual,relevant
333,68ecfb73-f86f-3e76-bfc8-801131ff7fe1,A warning about a Facebook user's supposedly having received a second friend request from you is mostly useless.,3cf2d121-a345-3633-bf47-e242f337149c,‘Got Another Friend Request from You’ Facebook Warning https://www.snopes.com/fact-check/got-another-friend-request-facebook-warning/ …,manual,relevant
